14-Jan-2016	AM567B	4	189	40	1424	M	M Craig
14-Jan-2016	ZK913O	2	423	70	799	M	K Marek
14-Jan-2016	ZK945A	4	202	50	1349	M	A Lloyd
14-Jan-2016	ED651L	5	79	30	1499	M	B Ujjaval
14-Jan-2016	ED665A	4	852	30	2182	M	K Demoz
14-Jan-2016	JB213H	1	176	30	499	M	L Hurtado
15-Jan-2016	ZK313Y	1	38	40	474	M	A Watts
16-Jan-2016	JB552R	1	307	40	474	M	E Carroll
16-Jan-2016	ED707G	3	394	40	949	M	W Lang
16-Jan-2016	ED356T	5	645	70	1488	M	N Shaukat
16-Jan-2016	ZK200U	1	553	30	615	M	C Paul
18-Jan-2016	ED779U	1	920	40	7476	A	D Maalouf
18-Jan-2016	ED900O	1	898	30	730	M	K Bagwell
18-Jan-2016	AM718Q	1	701	60	522	M	N Torok
18-Jan-2016	ED219Y	2	677	70	988	M	M Christensen
18-Jan-2016	ED939X	3	366	40	949	M	E Kukk
18-Jan-2016	AM686N	3	707	50	1111	M	T Schultz
19-Jan-2016	JB240M	2	900	40	1382	M	Z Curry
19-Jan-2016	AM423X	6	715	40	-1	R	Y Chun-hsia
20-Jan-2016	JB669F	5	276	40	1424	M	K Prabhat
20-Jan-2016	AM945D	1	850	30	7884	A	M Gebrezghi
21-Jan-2016	ZK845C	2	520	30	1235	M	E Foster
21-Jan-2016	AM775V	5	315	60	1274	M	G Dennis
21-Jan-2016	ED357R	5	863	70	1745	M	E Lawrence
21-Jan-2016	ZK397C	4	957	30	23556	A	Q Bilencourt
22-Jan-2016	JB229W	5	859	30	2182	M	H Bray
22-Jan-2016	JB376W	4	289	30	1499	M	A Townsend
23-Jan-2016	ZK250J	2	968	50	1309	M	M Griffin
23-Jan-2016	JB290X	1	938	40	693	M	L Armenta
24-Jan-2016	JB189E	5	232	50	1349	M	S Curry
24-Jan-2016	AM640D	1	18	30	499	M	N Al-bin-Doleh
24-Jan-2016	ZK863T	5	469	30	1499	M	A Dortch
25-Jan-2016	ZK424Z	4	208	50	1349	M	Z Hailesellasie
25-Jan-2016	JB197Z	4	866	30	2182	M	C Manley
25-Jan-2016	ZK778R	5	106	60	13752	A	A Keck
25-Jan-2016	JB861L	1	445	30	499	M	C Chin-chih
25-Jan-2016	ED846I	4	873	40	2072	M	C King
26-Jan-2016	JB662G	4	393	60	1274	M	C Grumiaux
26-Jan-2016	ZK996J	4	509	30	1860	M	i Fink
27-Jan-2016	ED571O	1	387	30	499	M	I Bedard
28-Jan-2016	ZK988Q	3	885	30	15708	A	M Westfall
28-Jan-2016	AM310Z	4	886	30	2182	M	S Patel
28-Jan-2016	ED803B	3	97	30	999	M	S Cooper
29-Jan-2016	ED611Y	4	121	30	1499	M	S Mehani
29-Jan-2016	JB177H	3	813	70	1164	M	C Leahy
29-Jan-2016	ED525E	3	620	70	988	M	T Omondi
30-Jan-2016	AM143M	5	885	40	22368	A	A Fong
30-Jan-2016	AM753M	2	687	60	1049	M	T Adoyo
31-Jan-2016	JB448Q	5	84	70	1199	M	D horak
31-Jan-2016	ZK524Y	4	192	30	16188	A	S Mu/'ini
31-Jan-2016	ZK823H	1	804	60	620	M	J Couderc
31-Jan-2016	AM759V	1	358	30	5388	A	P Chambers
01-Feb-2016	ZK746B	3	628	70	10668	A	B Shrivastava
01-Feb-2016	AM560L	3	313	30	999	M	V Weaver
02-Feb-2016	JB722N	5	868	40	2072	M	C Clayton
02-Feb-2016	ZK442Z	1	94	30	5388	A	N Jeffery
02-Feb-2016	JB854C	5	21	30	1499	M	K Feng
02-Feb-2016	ED887D	2	821	40	1382	M	C Shinn
02-Feb-2016	ED911E	4	655	30	20088	A	A Huff
02-Feb-2016	AM206L	2	700	40	1173	M	C Langley
02-Feb-2016	ZK171O	1	23	30	499	M	H Romero
03-Feb-2016	ED307O	1	947	30	730	M	N Farkas
04-Feb-2016	JB137Z	5	536	70	1488	M	K Beauchamp
04-Feb-2016	ED105R	4	516	30	1860	M	L Santos
04-Feb-2016	AM533H	2	588	50	1111	M	T Holland
04-Feb-2016	JB335C	4	1083	70	-1	R	G Ru-ping
05-Feb-2016	ZK354C	1	523	30	615	M	C Hale
05-Feb-2016	AM635R	4	274	30	16188	A	B Patel
05-Feb-2016	ED543Z	4	828	40	22368	A	S Locke
05-Feb-2016	ED766X	3	866	30	1455	M	K Rutherford
05-Feb-2016	ED987W	2	379	30	999	M	R Harlan
06-Feb-2016	JB609T	2	189	30	999	M	H Clark
06-Feb-2016	AM439K	2	272	50	9708	A	L Stone
07-Feb-2016	JB673B	8	432	40	-1	R	M Coughlin
07-Feb-2016	JB701L	3	262	40	10248	A	S Akil
08-Feb-2016	JB634Z	5	717	30	1860	M	M Lawson
08-Feb-2016	ED256F	5	827	40	2072	M	T Parker
08-Feb-2016	JB823U	4	712	40	1767	M	A Fofana
08-Feb-2016	AM797B	3	117	70	8628	A	T Hill
09-Feb-2016	ZK452C	3	79	60	9168	A	A Wilkerson
09-Feb-2016	ED995J	5	568	60	17064	A	E Beck
09-Feb-2016	ZK495K	2	88	60	9168	A	V Jude
09-Feb-2016	AM485G	4	465	40	1424	M	K Figueroa
11-Feb-2016	JB540N	3	837	30	1455	M	K Brooks
11-Feb-2016	ZK325A	1	918	40	693	M	L Svoboda
13-Feb-2016	ZK979I	6	585	30	-1	R	K Ying-ying
13-Feb-2016	ZK296F	2	129	30	999	M	D Mckinney
14-Feb-2016	JB673U	2	59	30	999	M	V Bryant
15-Feb-2016	JB261K	1	323	30	499	M	H Bowers
15-Feb-2016	ZK801R	4	5	30	1499	M	S Shannon
15-Feb-2016	AM318V	1	480	50	4848	A	G Cruz
15-Feb-2016	JB656A	3	733	30	13332	A	G Maudgalya
15-Feb-2016	ED801A	3	156	60	9168	A	D Haynes
15-Feb-2016	AM177R	1	590	40	584	M	J Phelps
16-Feb-2016	JB258U	3	689	30	1235	M	F Norris
16-Feb-2016	ED541D	5	831	60	1854	M	S Owusu
17-Feb-2016	JB483R	1	241	60	4572	A	O Graves
18-Feb-2016	JB938P	7	210	40	-1	R	H Bickford
19-Feb-2016	ZK912O	1	836	30	730	M	J Agassiz
19-Feb-2016	AM846A	5	134	30	1499	M	A Wilson
19-Feb-2016	ED794P	4	829	30	2182	M	A Karim
20-Feb-2016	ED475A	5	941	30	2182	M	A Burke
21-Feb-2016	JB240L	1	195	30	499	M	M Hall
21-Feb-2016	AM424P	2	661	30	13332	A	R Andrews
21-Feb-2016	ED991E	1	516	30	615	M	B Parker
21-Feb-2016	ED613O	4	394	30	1499	M	M Teague
22-Feb-2016	ED709W	3	223	40	949	M	T Leyva
22-Feb-2016	JB513J	5	907	30	2182	M	Y Mcmahon
23-Feb-2016	ZK370U	2	996	70	12564	A	L Fuentes
23-Feb-2016	AM960T	1	971	40	693	M	Y Jing
23-Feb-2016	ZK300V	4	954	40	2072	M	T Sharp
24-Feb-2016	ZK662U	3	572	40	1173	M	B Barnett
24-Feb-2016	ZK412C	2	851	30	1455	M	L Ramsey
25-Feb-2016	ZK132K	1	91	40	5112	A	D Williams
25-Feb-2016	JB794Q	4	526	40	1767	M	P Huang
26-Feb-2016	AM400Y	2	984	30	15708	A	G Mcguire
26-Feb-2016	ED411X	4	26	30	1499	M	B Stanton
26-Feb-2016	ED767W	4	868	60	1854	M	L Greer
27-Feb-2016	ZK992I	4	840	30	2182	M	H Diba
27-Feb-2016	JB838W	2	831	30	15708	A	V Valdez
27-Feb-2016	JB535O	1	220	40	474	M	T Mann
27-Feb-2016	JB960W	3	532	30	13332	A	A Skaggs
27-Feb-2016	ED753Q	5	159	30	1499	M	E Rader
27-Feb-2016	ZK202F	1	853	30	730	M	D Garrett
27-Feb-2016	ED186L	5	319	30	1499	M	L James
27-Feb-2016	AM836R	3	884	30	1455	M	D Contee
28-Feb-2016	ED427N	4	39	30	1499	M	F Mei
29-Feb-2016	AM147E	2	577	30	1235	M	L Hemphill
29-Feb-2016	ZK840B	2	479	30	999	M	D Wise
29-Feb-2016	ZK774F	4	532	30	1860	M	E Graf
01-Mar-2016	ED581P	1	962	30	7884	A	B Crawford
01-Mar-2016	ED324R	4	1007	40	-1	R	L Sujeet
02-Mar-2016	JB330P	2	898	40	1382	M	J Feng-ying
03-Mar-2016	AM627L	3	132	40	949	M	M Clayton
04-Mar-2016	ZK854W	5	622	70	16068	A	M Mckinney
05-Mar-2016	JB717B	3	840	30	1455	M	T Bales
06-Mar-2016	ZK640H	3	699	30	1235	M	K Bik
06-Mar-2016	AM143N	1	641	70	492	M	K Joy
06-Mar-2016	ZK980H	3	966	30	1455	M	L Saavedra
07-Mar-2016	JB970N	5	657	40	19080	A	A Ward
07-Mar-2016	AM748K	5	579	30	1860	M	A Sukarman
07-Mar-2016	ED102I	1	250	30	499	M	T Hoffman
07-Mar-2016	AM519L	5	809	60	1854	M	J Lane
07-Mar-2016	AM456G	2	167	50	9708	A	M Ferguson
07-Mar-2016	AM260M	4	722	60	1581	M	X Li-hua
08-Mar-2016	ZK689V	5	46	30	1499	M	B Mccord
08-Mar-2016	ZK175T	2	11	70	799	M	J Cromer
09-Mar-2016	ZK639H	5	878	30	2182	M	E Collins
09-Mar-2016	JB828B	5	93	60	1274	M	J Hayes
09-Mar-2016	JB670G	2	898	70	1164	M	S Owens
09-Mar-2016	ED619G	5	681	50	1674	M	K Sells
09-Mar-2016	ZK187W	4	113	30	1499	M	J Waller
09-Mar-2016	ED382V	1	867	60	620	M	P Lloyd
09-Mar-2016	AM780O	1	6	40	474	M	S Ballo
10-Mar-2016	ZK870Z	2	886	30	1455	M	E Newell
10-Mar-2016	AM851Y	4	875	50	1963	M	T Nash
10-Mar-2016	ZK606L	3	390	70	799	M	S Sow
11-Mar-2016	ZK909P	2	546	40	12660	A	A Piyush
11-Mar-2016	ED220P	5	850	30	2182	M	A Shokrollahi
11-Mar-2016	AM680E	5	58	70	1199	M	S Proust
11-Mar-2016	AM248G	5	338	70	1199	M	A Massey
11-Mar-2016	ZK415H	1	328	70	399	M	S Dawson
11-Mar-2016	ZK829N	2	440	30	999	M	M Cortez
12-Mar-2016	JB940Q	2	827	30	15708	A	T Wyman
12-Mar-2016	AM403I	7	888	60	-1	R	C Lucas
12-Mar-2016	JB514T	4	456	30	1499	M	T Sorenson
12-Mar-2016	AM979Y	1	504	50	5964	A	J Mace
13-Mar-2016	AM287U	4	47	30	1499	M	E Newman
13-Mar-2016	ZK690D	5	392	60	1274	M	A Tamm
14-Mar-2016	AM812G	2	198	40	10248	A	B Young
15-Mar-2016	AM300K	4	893	30	2182	M	K Sanchez
15-Mar-2016	ZK116M	4	895	30	2182	M	A Kone
16-Mar-2016	ED989V	8	289	60	-1	R	L Bell
16-Mar-2016	ZK614J	1	129	60	424	M	A Molnar
17-Mar-2016	ZK924S	2	400	30	999	M	S Kask
18-Mar-2016	AM167D	4	714	30	1860	M	A Garner
18-Mar-2016	ED524P	4	938	30	2182	M	M Dvorak
18-Mar-2016	JB436R	3	273	50	899	M	K Briggs
19-Mar-2016	JB753P	5	739	40	1767	M	A Cordova
20-Mar-2016	ZK856V	3	613	40	1173	M	R Dean
20-Mar-2016	ZK198D	2	372	30	999	M	R Huff
21-Mar-2016	ZK732V	2	601	70	988	M	G Guerrero
21-Mar-2016	ZK305K	1	923	50	7092	A	K Neelakantachar
21-Mar-2016	JB194G	3	925	30	1455	M	P Gonzales
21-Mar-2016	AM349Y	4	624	30	1860	M	A Mcneil
21-Mar-2016	JB569W	1	96	30	499	M	A Omondi
21-Mar-2016	ED359O	4	1133	40	-1	R	L Hubbard
21-Mar-2016	AM720S	5	438	60	1274	M	A Harvey
21-Mar-2016	ZK958Y	1	895	40	693	M	L Lemus
22-Mar-2016	ZK324L	5	257	40	1424	M	B Salimpour
22-Mar-2016	JB726Z	2	566	70	10668	A	T Casey
22-Mar-2016	JB221N	2	374	70	8628	A	A King
22-Mar-2016	ZK829U	1	107	30	5388	A	P Silva
22-Mar-2016	ED779C	1	198	30	499	M	L Bishop
22-Mar-2016	ED499F	3	123	50	899	M	A Clark
22-Mar-2016	ED241G	5	828	50	1963	M	K Hui-lan
23-Mar-2016	JB939H	5	191	50	1349	M	M Moreno
24-Mar-2016	AM599Y	3	138	50	899	M	X Gschu
25-Mar-2016	ED752V	1	608	70	492	M	O Mills
25-Mar-2016	ED246E	1	529	30	615	M	W Aizazuddin
26-Mar-2016	ZK127G	2	97	50	899	M	C Searcy
26-Mar-2016	ED797V	5	735	30	1860	M	A Amir
28-Mar-2016	ZK520T	2	377	40	949	M	C Kunkel
28-Mar-2016	JB657D	5	206	70	1199	M	N Hawkins
28-Mar-2016	JB695J	4	60	50	1349	M	Y Venegas
28-Mar-2016	JB807S	2	840	30	1455	M	M Hutto
29-Mar-2016	ZK202D	8	644	30	-1	R	C Arce
29-Mar-2016	ZK613S	3	439	30	999	M	M Patrick
30-Mar-2016	JB401O	4	447	40	15372	A	A Renteria
30-Mar-2016	ED826O	2	990	30	1455	M	O Lowe
30-Mar-2016	AM359N	5	886	50	1963	M	T Toth
31-Mar-2016	AM876Q	5	228	70	1199	M	J Page
31-Mar-2016	ZK371T	3	856	60	1236	M	A Prochazka
01-Apr-2016	JB755X	3	343	30	999	M	C Stephens
02-Apr-2016	ED114T	2	365	40	949	M	E Oldham
02-Apr-2016	ZK835H	5	458	70	12948	A	A Nunez
02-Apr-2016	JB169P	3	974	40	14916	A	J Torrens
03-Apr-2016	AM436Y	2	895	30	1455	M	E Hudson
03-Apr-2016	ZK769Z	2	304	30	999	M	J Wagner
04-Apr-2016	AM914V	3	190	40	10248	A	S Hutchins
05-Apr-2016	ZK952Y	3	824	30	1455	M	B Wenger
05-Apr-2016	ED264E	3	387	30	999	M	P Green
05-Apr-2016	JB532D	1	450	30	499	M	M Tanner
05-Apr-2016	JB239C	2	7	30	10788	A	A Johnson
05-Apr-2016	ED500S	5	820	30	23556	A	T Coulter
05-Apr-2016	JB482O	1	613	30	6636	A	T Xuer-nei
06-Apr-2016	JB255A	3	392	30	999	M	M Guerrero
06-Apr-2016	AM902Z	2	384	30	999	M	S Autry
07-Apr-2016	AM574A	2	496	40	10248	A	L Gooch
07-Apr-2016	AM271P	2	693	30	13332	A	A Sellers
07-Apr-2016	AM688L	5	563	30	1860	M	P Erickson
08-Apr-2016	ZK526A	3	31	50	9708	A	S Hazel
09-Apr-2016	JB640S	4	828	40	2072	M	M Valabregue
09-Apr-2016	ZK512J	2	362	50	899	M	S Sall
09-Apr-2016	ED976E	3	248	40	949	M	D Miller
10-Apr-2016	AM818E	2	391	30	10788	A	R Fields
10-Apr-2016	AM600P	2	344	70	799	M	L Carson
10-Apr-2016	AM166Y	3	491	70	799	M	M Okoro
10-Apr-2016	AM290U	2	704	70	988	M	J Allen
11-Apr-2016	AM795X	3	282	50	899	M	B Cannon
11-Apr-2016	AM300O	5	1098	70	-1	R	L Archuleta
11-Apr-2016	AM844G	1	47	30	499	M	J Trotter
11-Apr-2016	ED818Z	1	921	40	7476	A	R Ba
12-Apr-2016	AM210O	3	649	40	1173	M	S Denney
12-Apr-2016	ED237S	2	337	30	999	M	V Stringer
13-Apr-2016	JB944A	3	744	30	1235	M	C Acker
13-Apr-2016	AM738G	5	395	60	1274	M	S Ferguson
13-Apr-2016	ED610B	5	435	30	1499	M	A Curtis
13-Apr-2016	JB497Y	5	538	30	20088	A	C Diaz
13-Apr-2016	ED805N	5	998	40	2072	M	I Logsdon
13-Apr-2016	JB620E	4	836	30	23556	A	R Klinger
13-Apr-2016	JB595D	3	932	30	1455	M	A Knox
14-Apr-2016	AM586B	6	107	70	-1	R	J Nash
14-Apr-2016	ED285G	2	81	30	999	M	O Gashi
14-Apr-2016	ED977F	5	226	60	1274	M	F Knight
14-Apr-2016	ZK893Z	1	978	50	657	M	M Richardson
15-Apr-2016	ED547Y	4	195	30	1499	M	D Hammond
15-Apr-2016	ED722B	1	601	30	615	M	S Barrett
15-Apr-2016	JB568J	4	173	40	1424	M	L Switzer
15-Apr-2016	ED277I	1	561	30	615	M	F Dew
16-Apr-2016	AM824Q	5	910	40	22368	A	L Sanin
16-Apr-2016	JB562H	4	89	50	1349	M	P Guinassi
16-Apr-2016	JB356Y	3	1083	40	-1	R	J Chambers
17-Apr-2016	AM998M	2	909	30	1455	M	M Cisse
18-Apr-2016	AM701M	1	913	30	730	M	S Daniel
18-Apr-2016	AM354P	1	602	30	6636	A	W Hodges
18-Apr-2016	AM964X	5	445	30	16188	A	F Dhabihiyan
18-Apr-2016	ED780S	3	995	30	1455	M	L Smoot
19-Apr-2016	ZK795L	4	166	30	1499	M	C Jung-jie
19-Apr-2016	JB638F	3	397	40	949	M	B Roberson
20-Apr-2016	ZK465C	5	714	40	1767	M	R Fitzgerald
20-Apr-2016	ZK351M	3	953	30	15708	A	L Kanasani
20-Apr-2016	ED167D	2	598	40	12660	A	C Ortiz
20-Apr-2016	AM321L	3	746	30	1235	M	H Parker
20-Apr-2016	AM727A	2	895	30	15708	A	A Fitzpatrick
21-Apr-2016	AM775B	4	442	30	1499	M	C Gibbs
22-Apr-2016	ZK583E	4	324	30	1499	M	L George
22-Apr-2016	JB507V	5	946	30	23556	A	N Casey
22-Apr-2016	ED718G	4	494	70	1199	M	A Rishiyur
22-Apr-2016	ZK421A	4	2	30	16188	A	W Gul-Mahomed
23-Apr-2016	ED518D	3	634	60	11328	A	D Dial
23-Apr-2016	ZK485R	5	232	30	1499	M	N Makarand
23-Apr-2016	JB597X	5	65	40	15372	A	R Mahon
24-Apr-2016	AM493X	3	347	50	899	M	L Garner
25-Apr-2016	JB728F	5	883	40	2072	M	I Evans
25-Apr-2016	AM519S	5	86	30	16188	A	L Colon
25-Apr-2016	ZK142K	5	871	30	2182	M	A Saar
25-Apr-2016	ZK530L	1	206	30	5388	A	C Brown
25-Apr-2016	JB440G	3	999	30	1455	M	L Carballo
26-Apr-2016	AM435T	1	688	40	584	M	A Sajid
26-Apr-2016	ZK490V	5	557	70	1488	M	B Watkins
26-Apr-2016	AM194H	4	62	30	1499	M	A Al-Nubi
26-Apr-2016	AM728G	5	599	30	20088	A	S Williford
26-Apr-2016	JB388M	3	904	30	1455	M	R Gill
26-Apr-2016	ED685D	5	343	40	1424	M	L Ding
27-Apr-2016	ED437E	1	103	40	474	M	T Hong-miao
27-Apr-2016	JB476L	4	718	60	1581	M	J Caldwell
28-Apr-2016	JB338G	4	841	40	2072	M	T Foster
28-Apr-2016	AM671S	2	54	70	799	M	T Lamb
28-Apr-2016	ZK591M	4	406	30	1499	M	M Holmes
28-Apr-2016	ZK355E	2	947	40	1382	M	S Pancorbo
29-Apr-2016	ED327I	1	1062	40	-1	R	K Mccurdy
29-Apr-2016	ED557S	1	653	30	615	M	G Turay
30-Apr-2016	ZK757Q	5	616	30	1860	M	Y Ben-xu
30-Apr-2016	ED890B	3	820	40	1382	M	A Hijaz
30-Apr-2016	ZK657X	4	35	30	1499	M	A Srivatsan
30-Apr-2016	ED577C	5	188	30	1499	M	M Ayala
30-Apr-2016	ED811Z	4	803	30	2182	M	G Baker
01-May-2016	ZK405B	1	534	70	492	M	E Berry
02-May-2016	AM203M	7	383	30	-1	R	J Spinks
02-May-2016	ED344F	1	560	70	5304	A	K Rawhani
02-May-2016	ZK998A	5	272	30	1499	M	V Theroux
03-May-2016	ZK227G	5	127	30	1499	M	A Estrada
03-May-2016	JB432G	2	305	30	999	M	G Pennell
03-May-2016	ED813S	1	578	60	5628	A	E Garner
04-May-2016	ZK675M	2	591	40	12660	A	L Stewart
04-May-2016	AM412B	5	830	30	2182	M	L Duphot
05-May-2016	AM825A	3	956	30	1455	M	A Okeke
05-May-2016	JB599J	2	846	30	1455	M	E Kennedy
05-May-2016	ZK283M	4	494	40	1424	M	B Allen
06-May-2016	JB868K	1	953	30	730	M	D Alvarez
06-May-2016	ZK315J	2	1085	30	-1	R	C Gough
06-May-2016	AM296S	2	319	30	10788	A	K Tanner
06-May-2016	ED929Q	4	510	30	20088	A	L Parsons
07-May-2016	ZK210M	5	400	30	16188	A	A Hiten
07-May-2016	ZK845J	5	52	40	15372	A	Y Caswell
08-May-2016	JB243J	1	802	40	693	M	L Terrazos
08-May-2016	ED464H	2	18	40	949	M	R Adams
08-May-2016	AM839N	4	150	50	1349	M	A Shakra
08-May-2016	ZK575M	4	274	30	1499	M	P Mcvey
09-May-2016	JB526E	5	739	70	1488	M	K Pradip
09-May-2016	ZK550K	3	527	30	1235	M	T Xide
09-May-2016	ZK842X	5	723	30	1860	M	A Thompson
10-May-2016	ED212X	7	234	30	-1	R	E Ward
10-May-2016	ED313Q	4	294	30	1499	M	M Hogan
11-May-2016	AM216L	3	441	30	999	M	K Davis
11-May-2016	ED206Q	5	148	40	1424	M	L Navarro
11-May-2016	JB955K	1	407	70	399	M	I Papa
12-May-2016	ZK881M	3	503	30	13332	A	G Planche
12-May-2016	ZK171H	8	985	50	-1	R	V Delvalle
13-May-2016	AM869Z	5	107	30	1499	M	J Spencer
13-May-2016	JB125C	5	31	30	1499	M	T Patel
14-May-2016	AM248C	4	156	50	1349	M	S Davis
14-May-2016	ED102J	4	326	70	1199	M	C Poole
14-May-2016	ED771S	1	590	60	522	M	R Najafi
14-May-2016	JB689T	4	691	30	1860	M	S Moran
15-May-2016	ZK435I	3	503	30	1235	M	M Premkumar
15-May-2016	ZK315K	3	902	30	1455	M	Q Mei-shio
17-May-2016	ZK894I	4	973	30	2182	M	I Falk
18-May-2016	AM595D	4	421	40	15372	A	A Curtis
18-May-2016	JB174U	4	77	70	1199	M	N Saunders
18-May-2016	AM267F	1	188	40	474	M	L Vasquez
18-May-2016	JB902R	4	806	60	1854	M	J Barton
18-May-2016	JB802Y	1	411	60	424	M	O Mathis
20-May-2016	ED174L	6	515	60	-1	R	I Baldwin
20-May-2016	ZK711M	3	426	40	10248	A	G Mcwilliams
21-May-2016	JB507F	3	994	60	13344	A	B Bellot
21-May-2016	AM799I	3	328	30	10788	A	J Mann
21-May-2016	ZK651F	2	293	30	10788	A	R Dobson
21-May-2016	ED368G	1	288	40	474	M	L Yates
21-May-2016	ZK496F	7	582	40	-1	R	A Batran
22-May-2016	AM593W	3	308	30	999	M	B West
22-May-2016	ED718P	2	913	30	1455	M	C Nirumand
24-May-2016	JB186I	1	143	70	399	M	S Hassan
25-May-2016	ED767O	2	415	30	999	M	J Healy
25-May-2016	ED855Z	4	735	70	1488	M	H Su-chu
25-May-2016	ED806G	5	113	60	1274	M	I Hanson
26-May-2016	ED853R	2	720	40	12660	A	E Walker
26-May-2016	ZK819I	3	671	30	1235	M	L Gant
26-May-2016	JB680T	3	512	30	1235	M	L Fleming
26-May-2016	AM464I	4	10	30	1499	M	H Powers
26-May-2016	JB315L	4	240	40	1424	M	S Bordreuil
26-May-2016	JB522O	4	901	60	1854	M	N Gavin
26-May-2016	ZK451D	2	543	30	1235	M	N Ilves
27-May-2016	ZK902M	5	891	30	2182	M	W Blake
27-May-2016	ED581D	3	980	40	1382	M	G Jeter
28-May-2016	JB726Z	3	125	30	999	M	A Villarreal
29-May-2016	JB300R	4	404	40	1424	M	S Zhang
29-May-2016	ED342P	4	883	70	1745	M	N Stpierre
29-May-2016	ZK197C	2	349	60	9168	A	G Washington
29-May-2016	JB107R	3	849	30	15708	A	A Albert
29-May-2016	ED149W	5	928	50	1963	M	G Kone
29-May-2016	ED893O	4	862	30	2182	M	J Hardison
30-May-2016	JB653R	4	607	60	17064	A	D Morton
30-May-2016	ZK525L	5	888	30	23556	A	K Frank
30-May-2016	AM604K	3	879	30	1455	M	R Bates
30-May-2016	ZK671G	4	818	30	2182	M	G Zahed
31-May-2016	ED281A	3	647	40	1173	M	A Battacharjee
31-May-2016	ED413J	1	160	30	499	M	U Dominguez
01-Jun-2016	ZK275Y	3	897	70	12564	A	P Osborne
01-Jun-2016	AM359E	2	69	30	10788	A	K Edwards
01-Jun-2016	ED684H	4	207	50	1349	M	M Schultz
01-Jun-2016	AM367J	4	715	60	17064	A	B Cowles
02-Jun-2016	ZK574V	3	6	40	10248	A	J Ranadhir
02-Jun-2016	JB390V	4	699	30	20088	A	A Bowens
02-Jun-2016	JB653N	4	148	50	1349	M	E Broughton
03-Jun-2016	JB334Z	1	58	70	399	M	E Burke
04-Jun-2016	ZK629B	2	493	70	799	M	S Bell
04-Jun-2016	ZK640U	3	566	30	13332	A	D Copeland
04-Jun-2016	AM348H	2	857	30	1455	M	M Franklin
04-Jun-2016	ED664Q	1	451	50	4848	A	A Roohizadegan
04-Jun-2016	JB185I	5	497	60	13752	A	K Garoussi
04-Jun-2016	AM984Q	3	428	70	799	M	T Shu-kian
04-Jun-2016	AM158S	5	532	40	19080	A	S Mitchell
05-Jun-2016	AM345R	2	1026	60	-1	R	S Bennett
06-Jun-2016	AM527X	5	658	70	1488	M	X Xue-mei
06-Jun-2016	ED299L	2	255	30	999	M	D Malti
07-Jun-2016	AM606C	6	139	60	-1	R	S Hailesellasie
07-Jun-2016	ED610T	2	588	60	1049	M	T Bartels
07-Jun-2016	JB219O	4	833	30	2182	M	M Hendrix
08-Jun-2016	ZK848H	3	520	70	988	M	S Burns
08-Jun-2016	ZK420Y	6	190	40	-1	R	Y Al-Jaber
09-Jun-2016	ED826V	2	315	30	999	M	L Barnard
09-Jun-2016	JB238D	5	612	40	1767	M	R Rodriquez
10-Jun-2016	AM137J	1	515	40	6300	A	J Conklin
